"identifier","alternative_identifiers","country","continent","region","culture","epoch","group","comment","latitude","longitude","sex","site","site_detail","mt_hg","ychr_hg","year_from","year_to","date_detail","bp","c14_lab_code","reference_names","reference_links","reference_data_links","c14_sample_tag","c14_layer_tag","avg_coverage","sequence_source","ychr_snps"
"I1633","KA1/14","Armenia","Asia","Caucasus","Armenia_EBA","Bronze Age","BACA","",40.65,45.1167,"F","Kalavan","","H1u","",-2619,-2410,"2619-2410 calBCE (3990±35 BP, Poz-22234)","3990±35","Poz-22234","Lazaridis et al. 2016","https://dx.doi.org/10.1038/nature19310","https://www.ebi.ac.uk/ena/data/view/PRJEB14455","1","0",0.0,"<NA>",""
"I1634","AR1/44","Armenia","Asia","Caucasus","Armenia_Chalcolithic","Copper Age","CACA","",39.73,45.2,"M","Areni","","H2a1","L1a1",-4330,-4060,"4330-4060 calBCE (5366±31 BP, OxA-19331)","5366±31","OxA-19331","Lazaridis et al. 2016","https://dx.doi.org/10.1038/nature19310","https://www.ebi.ac.uk/ena/data/view/PRJEB14455","1","0",0.0,"<NA>",""
"I1635","KA1/12","Armenia","Asia","Caucasus","Armenia_EBA","Bronze Age","BACA","",40.65,45.1167,"M","Kalavan","","X2f","R1b1a1",-2619,-2465,"2619-2465 calBCE (4005±35 BP, Poz-81102)","4005±35","Poz-81102","Lazaridis et al. 2016","https://dx.doi.org/10.1038/nature19310","https://www.ebi.ac.uk/ena/data/view/PRJEB14455","1","0",0.0,"<NA>",""
"I1656","Kat16","Armenia","Asia","Caucasus","Armenia_MLBA","Bronze Age","BACA","",40.377222,43.938333,"F","Katnaghbiur","","T1a1'3","",-1501,-1402,"1501-1402 calBCE (3168±27 BP, OxA-31674)","3168±27","OxA-31674","Lazaridis et al. 2016","https://dx.doi.org/10.1038/nature19310","https://www.ebi.ac.uk/ena/data/view/PRJEB14455","1","0",0.0,"<NA>",""
"I1658","TA3/R8","Armenia","Asia","Caucasus","Armenia_EBA","Bronze Age","BACA","",40.382958,43.873663,"F","Talin","","U3a2","",-3347,-3092,"3347-3092 calBCE (4492±29 BP, OxA-31874)","4492±29","OxA-31874","Lazaridis et al. 2016","https://dx.doi.org/10.1038/nature19310","https://www.ebi.ac.uk/ena/data/view/PRJEB14455","1","0",0.0,"<NA>",""
"I1661","SG16","Iran","Asia","Middle East","Iran_Chalcolithic","Copper Age","CAME","",34.5,47.96,"F","Seh Gabi","","H29","",-4696,-4491,"4696-4491 calBCE (5740±40 BP, Poz-81104)","5740±40","Poz-81104","Lazaridis et al. 2016","https://dx.doi.org/10.1038/nature19310","https://www.ebi.ac.uk/ena/data/view/PRJEB14455","1","0",0.0,"<NA>",""
"I1662","SG7","Iran","Asia","Middle East","Iran_Chalcolithic","Copper Age","CAME","",34.5,47.96,"M","Seh Gabi","","K1a12a","J",-4831,-4612,"4831-4612 calBCE (5860±40 BP, Poz-81105)","5860±40","Poz-81105","Lazaridis et al. 2016","https://dx.doi.org/10.1038/nature19310","https://www.ebi.ac.uk/ena/data/view/PRJEB14455","1","0",0.0,"<NA>",""
"I1665","SG19","Iran","Asia","Middle East","Iran_Chalcolithic","Copper Age","CAME","",34.5,47.96,"F","Seh Gabi","","U7a","",-3956,-3796,"3956-3796 calBCE (5070±30 BP, Poz-81106)","5070±30","Poz-81106","Lazaridis et al. 2016","https://dx.doi.org/10.1038/nature19310","https://www.ebi.ac.uk/ena/data/view/PRJEB14455","1","0",0.0,"<NA>",""
"I1670","SG11","Iran","Asia","Middle East","Iran_Chalcolithic","Copper Age","CAME","",34.5,47.96,"F","Seh Gabi","","U3a'c","",-4839,-4617,"4839-4617 calBCE (5870±40 BP, Poz-81107)","5870±40","Poz-81107","Lazaridis et al. 2016","https://dx.doi.org/10.1038/nature19310","https://www.ebi.ac.uk/ena/data/view/PRJEB14455","1","0",0.0,"<NA>",""
"I1671","SG2","Iran","Asia","Middle East","Iran_Late_Neolithic","Neolithic","NEME","",34.5,47.96,"M","Seh Gabi","","K1a12a","G2a1a",-5837,-5659,"5837-5659 calBCE (6850±50 BP, OxA-33168)","6850±50","OxA-33168","Lazaridis et al. 2016","https://dx.doi.org/10.1038/nature19310","https://www.ebi.ac.uk/ena/data/view/PRJEB14455","1","0",0.0,"<NA>",""
"I1674","SG21","Iran","Asia","Middle East","Iran_Chalcolithic","Copper Age","CAME","",34.5,47.96,"M","Seh Gabi","","I1c","G1a",-3972,-3800,"3972-3800 calBCE (5105±35 BP, Poz-81108)","5105±35","Poz-81108","Lazaridis et al. 2016","https://dx.doi.org/10.1038/nature19310","https://www.ebi.ac.uk/ena/data/view/PRJEB14455","1","0",0.0,"<NA>",""
"I1679","AG037C","Jordan","Asia","Near East","PPNC","Neolithic","PPNE","",31.99,35.98,"F","'Ain Ghazal","","I","",-6900,-6800,"6900-6800 BCE","","","Lazaridis et al. 2016","https://dx.doi.org/10.1038/nature19310","https://www.ebi.ac.uk/ena/data/view/PRJEB14455","0","0",0.0,"<NA>",""
"I1685","NAT4","Israel","Asia","Near East","Natufian","Epipaleolithic","NAT","",32.65,35.067,"M","Raqefet Cave","","","CT",-11840,-9760,"11840-9760 BCE","","","Lazaridis et al. 2016","https://dx.doi.org/10.1038/nature19310","https://www.ebi.ac.uk/ena/data/view/PRJEB14455","0","0",0.0,"<NA>",""
"I1687","NAT13","Israel","Asia","Near East","Natufian","Epipaleolithic","NAT","",32.65,35.067,"F","Raqefet Cave","","","",-11520,-11110,"11520-11110 calBCE (11405±120 BP, RTK-6607)","11405±120","RTK-6607","Lazaridis et al. 2016","https://dx.doi.org/10.1038/nature19310","https://www.ebi.ac.uk/ena/data/view/PRJEB14455","1","0",0.0,"<NA>",""
"I1690","NAT6","Israel","Asia","Near East","Natufian","Epipaleolithic","NAT","",32.65,35.067,"M","Raqefet Cave","","","CT",-11840,-9760,"11840-9760 BCE","","","Lazaridis et al. 2016","https://dx.doi.org/10.1038/nature19310","https://www.ebi.ac.uk/ena/data/view/PRJEB14455","0","0",0.0,"<NA>",""
"I1699","AG84_5","Jordan","Asia","Near East","PPNC","Neolithic","PPNE","",31.99,35.98,"F","'Ain Ghazal","","R0a2","",-6800,-6700,"6800-6700 BCE","","","Lazaridis et al. 2016","https://dx.doi.org/10.1038/nature19310","https://www.ebi.ac.uk/ena/data/view/PRJEB14455","0","0",0.0,"<NA>",""
"I1700","AG88_1","Jordan","Asia","Near East","PPNB","Neolithic","PPNE","",31.99,35.98,"M","'Ain Ghazal","","T1a2","CT",-8300,-7900,"8300-7900 BCE","","","Lazaridis et al. 2016","https://dx.doi.org/10.1038/nature19310","https://www.ebi.ac.uk/ena/data/view/PRJEB14455","0","0",0.0,"<NA>","CT:CTS3460:14943290C->T,CT:M5603:7597185G->A,CT:M5624:8124473G->T,CT:M5822:23561669A->T"
"I1701","AG83_3","Jordan","Asia","Near East","PPNB","Neolithic","PPNE","",31.99,35.98,"F","'Ain Ghazal","","K1a18","",-7750,-7569,"7750-7569 calBCE (8620±50 BP, Poz-81094)","8620±50","Poz-81094","Lazaridis et al. 2016","https://dx.doi.org/10.1038/nature19310","https://www.ebi.ac.uk/ena/data/view/PRJEB14455","1","0",0.0,"<NA>",""
"I1704","AG89_1","Jordan","Asia","Near East","PPNB","Neolithic","PPNE","",31.99,35.98,"F","'Ain Ghazal","","T1a","",-7446,-7058,"7446-7058 calBCE (8190±60 BP, Poz-81095, date suspect because C:N ratio of 4.72)","8190±60","Poz-81095,","Lazaridis et al. 2016","https://dx.doi.org/10.1038/nature19310","https://www.ebi.ac.uk/ena/data/view/PRJEB14455","1","0",0.0,"<NA>",""
"I1705","AG98_1","Jordan","Asia","Near East","Levant_BA","Bronze Age","BANE","",31.988000000000003,35.976,"M","'Ain Ghazal","","H14a","J1",-2198,-1966,"2198-1966 calBCE (3690±35 BP, Poz-81096)","3690±35","Poz-81096","Lazaridis et al. 2016","https://dx.doi.org/10.1038/nature19310","https://www.ebi.ac.uk/ena/data/view/PRJEB14455","1","0",0.0,"<NA>",""
"I1706","AG98_2","Jordan","Asia","Near East","Levant_BA","Bronze Age","BANE","",31.988000000000003,35.976,"F","'Ain Ghazal","","X2m","",-2490,-2300,"2490-2300 BCE","","","Lazaridis et al. 2016","https://dx.doi.org/10.1038/nature19310","https://www.ebi.ac.uk/ena/data/view/PRJEB14455","0","0",0.0,"<NA>",""
"I1707","AG83_5","Jordan","Asia","Near East","PPNB","Neolithic","PPNE","",31.99,35.98,"M","'Ain Ghazal","","R0a","T(xT1a1,T1a2a)",-7722,-7541,"7722-7541 calBCE (8590±50 BP, Poz-81097)","8590±50","Poz-81097","Lazaridis et al. 2016","https://dx.doi.org/10.1038/nature19310","https://www.ebi.ac.uk/ena/data/view/PRJEB14455","1","0",0.0,"<NA>","T:CTS7263:17384624T->C,T:CTS10416:19443432C->T"
"I1709","AG84_8","Jordan","Asia","Near East","PPNB","Neolithic","PPNE","",31.99,35.98,"M","'Ain Ghazal","","U8b1a","nodata",-8300,-7900,"8300-7900 BCE","","","Lazaridis et al. 2016","https://dx.doi.org/10.1038/nature19310","https://www.ebi.ac.uk/ena/data/view/PRJEB14455","0","0",0.0,"<NA>",""
"I1710","AG83_6","Jordan","Asia","Near East","PPNB","Neolithic","PPNE","",31.99,35.98,"M","'Ain Ghazal","","T1a2","E1b1b1a",-7733,-7526,"7733-7526 calBCE (8580±60 BP, Poz-81098)","8580±60","Poz-81098","Lazaridis et al. 2016","https://dx.doi.org/10.1038/nature19310","https://www.ebi.ac.uk/ena/data/view/PRJEB14455","1","0",0.0,"<NA>","E1b1b1a:PF2178:21583211C->A,E1b1b1:M5041:21491115A->G,E1b1b:CTS8479.1:18045601C->T,E1:CTS9753:19058376G->A,E:CTS6755:17092499G->T,E:M5382:6631743C->A,E:M5545:21747107T->C,E1b1b1a:CTS2661:14410669C->T,E:PF1567:8908270G->A"
"I1727","AG_83_3082","Jordan","Asia","Near East","PPNB","Neolithic","PPNE","",31.99,35.98,"M","'Ain Ghazal","","T1a2","CT(xE,G,J,LT,R,Q1a,Q1b)",-8300,-7900,"8300-7900 BCE","","","Lazaridis et al. 2016","https://dx.doi.org/10.1038/nature19310","https://www.ebi.ac.uk/ena/data/view/PRJEB14455","0","0",0.0,"<NA>","CT:M5822:23561669A->T,CT:CTS7922:17742131C->T,CT:M5723:17589395G->A,CT:M5769:19407727C->G,CT:M5823:23567930C->T"
"I1730","AG_84_3083_116","Jordan","Asia","Near East","Levant_BA","Bronze Age","BANE","",31.988000000000003,35.976,"M","'Ain Ghazal","","R0a1a","J2b",-2489,-2299,"2489-2299 calBCE (3925±31 BP, OxA-32775)","3925±31","OxA-32775","Lazaridis et al. 2016","https://dx.doi.org/10.1038/nature19310","https://www.ebi.ac.uk/ena/data/view/PRJEB14455","1","0",0.0,"<NA>",""
"I1732","StPet3,inv. 6204/7","Ukraine","Europe","Pontic steppe","Ukraine_Neolithic","Neolithic","NEUk","",48.3,35.14,"F","Vovnigi","","U4b","",-5364,-5213,"5364-5213 calBCE (6300±40 BP, Poz-81130)","6300±40","Poz-81130","Mathieson et al. 2018","https://dx.doi.org/10.1038/nature25778","https://www.ebi.ac.uk/ena/data/view/PRJEB22652","1","0",0.0,"bam",""
"I1733","StPet8","Ukraine","Europe","Pontic steppe","Ukraine_Mesolithic","Mesolithic","HGE","",48.3,35.14,"F","Vasil'evka","","U4b","",-9000,-7500,"9000-7500 BCE","","","Mathieson et al. 2018","https://dx.doi.org/10.1038/nature25778","https://www.ebi.ac.uk/ena/data/view/PRJEB22652","0","0",0.0,"bam",""
"I1734","StPet7","Ukraine","Europe","Pontic steppe","Ukraine_Mesolithic","Mesolithic","HGE","",48.3,35.14,"M","Vasil'evka","","U5b2","R1b1a(xR1b1a1a)",-7446,-7058,"7446-7058 calBCE (8190±60 BP, Poz-81129, date suspect because poor quality collagen)","8190±60","Poz-81129,","Mathieson et al. 2018","https://dx.doi.org/10.1038/nature25778","https://www.ebi.ac.uk/ena/data/view/PRJEB22652","1","0",0.0,"bam","R:F459:18017528G->T,R:L1347:22818334C->T,R:M764:21263029G->A,R1:CTS2565:14366723C->T,R1:CTS5611:16394489T->G,R1:L875:16742224A->G,R1:P286:17716251C->T,R:CTS8311:17930099C->A,R:F82:7548900G->A,R:M651:9889199G->A,R:P224:17285993C->T,R1b1a:L754:22889018G->A,R1b1a:L761:16773870A->G,R1:CTS3321:14829196C->T,R1:CTS997:7132713G->A,R1:P238:7771131G->A,R:CTS7876:17722802G->A,R:CTS7880:17723850C->T,R:F33:6701239G->A,R:F63:7177189G->A,R:F295:15594523A->G,R:F652:23631629C->A,R:FGC1168:15667208G->C,R:L1225:22733758C->G,R:M734:18066156C->T,R:CTS10663:22687547A->T,R:F765:24360964G->A,R1b1:L1349:22722580T->C,R1b1a:PF6271:23984056G->A,R1b:M343:2887824C->A,R1:P225:15590342G->T,R:F154:8558505T->C,R:P229:8050994G->C,R1b1a:CTS4764:15803415G->A,R1b1a:A702:10038192G->A,R1b1a:CTS7585:17545608G->T,R1b1a:PF6263:21159055C->A,R1b1:CTS2134:14193384G->A,R1b1:CTS2229:14226692T->A,R1b1a:CTS8436:18026855G->A,R1b1a:FGC41:7900883C->A,R1b1a:L1345:21558298G->T,R1b1a:FGC35:18407611C->T"
"I1736","inv. 6285/11","Ukraine","Europe","Pontic steppe","Ukraine_Neolithic","Neolithic","NEUk","",48.3,35.14,"F","Vasil'evka","","U5b2b1","",-6248,-6070,"6248-6070 calBCE (7320±40 BP, Poz-81154)","7320±40","Poz-81154","Mathieson et al. 2018","https://dx.doi.org/10.1038/nature25778","https://www.ebi.ac.uk/ena/data/view/PRJEB22652","1","0",0.0,"bam",""
"I1737","StPet10","Ukraine","Europe","Pontic steppe","Ukraine_Mesolithic","Mesolithic","HGE","",48.3,35.14,"F","Vasil'evka","","U5a2","",-8540,-8301,"8540-8301 calBCE (9200±35 BP, PSUAMS-2394)","9200±35","PSUAMS-2394","Mathieson et al. 2018","https://dx.doi.org/10.1038/nature25778","https://www.ebi.ac.uk/ena/data/view/PRJEB22652","1","0",0.0,"bam",""
"I1738","StPet4,inv. 6204/4","Ukraine","Europe","Pontic steppe","Ukraine_Neolithic","Neolithic","NEUk","",48.3,35.14,"M","Vovnigi","","U5a2","I2a2a1b1b",-5473,-5326,"5473-5326 calBCE (6420±40 BP, Poz-81153)","6420±40","Poz-81153","Mathieson et al. 2018","https://dx.doi.org/10.1038/nature25778","https://www.ebi.ac.uk/ena/data/view/PRJEB22652","1","0",0.0,"bam","I:CTS674:6943522C->T,I:CTS1800:14073053G->A,I:CTS2514:14337364T->C,I:CTS4088:15389836T->C,I:CTS4209:15479899T->A,I:CTS6265:16780748C->G,I:CTS7469:17497181C->A,I:CTS7502:17511797A->G,I:CTS7831:17692855T->A,I:CTS8420:18018313C->A,I:CTS10058:19233673A->G,I:CTS10941:22845794A->G,I:FGC2413:8262092C->T,I:FGC2415:13835003T->C,I:FI2:8382265C->G,I:L503:21359407C->G,I:L578:8267857G->A,I:L758:8536868C->G,I:L846:7856500C->T,I:PF3640:7681156T->A,I:PF3641:7688470T->C,I:PF3660:8466652G->A,I:PF3665:8643763A->G,I:PF3794:21067903C->T,I:FI4:8873160G->T,I2:PF3664:8567995G->A,I:CTS88:2723755G->A,I:L41:19048602G->A,I:PF3836:22525421T->G,I:CTS7593:17548890G->A,I:FI3:8485677C->A,I:PF3742:16354708G->A,I:PF3837:22573702G->A,I2a2a1:CTS9183:18732197A->G,I2a2a1b1b:L699:2663920A->G,I2a2a1b1:L702:7629205C->T,I2a2a1b:CTS10100:19255890G->A,I2a2:L37:17516123T->C,I2a2:P218:17493630T->G,I2a2:L368:6931594C->Thet,I2a2a1b:CTS10057:19232160C->T,I:CTS5908:16548548G->A,I:FGC2412:21689728A->Ghet"
"I1763","inv. 6462/23","Ukraine","Europe","Pontic steppe","Ukraine_Mesolithic","Mesolithic","HGE","",48.3,35.14,"M","Vasil'evka","","U5b2","I2a1",-8280,-7967,"8280-7967 calBCE (8960±50 BP, Poz-81127)","8960±50","Poz-81127","Mathieson et al. 2018","https://dx.doi.org/10.1038/nature25778","https://www.ebi.ac.uk/ena/data/view/PRJEB22652","1","0",0.0,"bam","I:CTS1800:14073053G->A,I:CTS2193:14214481G->T,I:CTS2387:14286853T->C,I:CTS2514:14337364T->C,I:CTS2536:14352669G->A,I:CTS4088:15389836T->C,I:CTS4209:15479899T->A,I:CTS6265:16780748C->G,I:CTS6751:17090238C->G,I:CTS7469:17497181C->A,I:CTS7502:17511797A->G,I:CTS7831:17692855T->A,I:CTS8420:18018313C->A,I:CTS8963:18582617C->T,I:CTS10058:19233673A->G,I:CTS10941:22845794A->G,I:FGC2412:21689728A->G,I:FGC2413:8262092C->T,I:FGC2415:13835003T->C,I:FI2:8382265C->G,I:L503:21359407C->G,I:L578:8267857G->A,I:L758:8536868C->G,I:L1197:14974451C->T,I:PF3640:7681156T->A,I:PF3641:7688470T->C,I:PF3660:8466652G->A,I:PF3661:8484606C->A,I:PF3665:8643763A->G,I:PF3794:21067903C->T,I:CTS6231:16751000C->T,I:FI4:8873160G->T,I2:PF3664:8567995G->A,I:CTS88:2723755G->A,I:CTS3517:14986989T->G,I:CTS5946:16567253A->G,I:CTS6497:16939794A->T,I:CTS9860:19104986G->A,I:CTS11979:23401471C->T,I:FGC2416:7642823G->T,I:L41:19048602G->A,I:L772:15615533C->A,I:P38:14484379A->C,I:PF3797:21130059A->G,I:PF3800:21402723A->G,I:PF3817:21939618G->A,I:Z16985:13804066G->C,I:CTS646:6926038T->A,I:CTS4848:15862842C->T,I:CTS7540:17525137A->G,I:CTS7593:17548890G->A,I:CTS8333:17940414G->A,I:FI3:8485677C->A,I:PF3742:16354708G->A,I:PF3837:22573702G->A,I:CTS7329:17424807C->T,I:L755:8465165C->T,I:PF3803:21452125A->G,I2a1:PF4004:14491684T->C"
"I1765","Sk 7","Great Britain","Europe","British Isles","Bell Beaker","Bronze Age","BBC","",54.522812,-1.308134,"U","Windmill Fields, Stockton-on-Tees, North Yorkshire, England","","N1a1a1a2","",-2341,-2041,"2341-2041 calBCE (3780±40 BP, OxA-8729)","3780±40","OxA-8729","Olalde et al. 2018","https://dx.doi.org/10.1038/nature25738","http://www.ebi.ac.uk/ena/data/view/PRJEB23635","1","0",406.835,"bam",""
"I1767","Sk 2","Great Britain","Europe","British Isles","Bell Beaker","Bronze Age","BBC","",54.522812,-1.308134,"M","Windmill Fields, Stockton-on-Tees, North Yorkshire, England","","U5a1a1","I2a2a1a1a",-2200,-1979,"2200-1979 calBCE (3705±35 BP, OxA-8651)","3705±35","OxA-8651","Olalde et al. 2018","https://dx.doi.org/10.1038/nature25738","http://www.ebi.ac.uk/ena/data/view/PRJEB23635","1","0",471.985,"bam",""
"I1770","Burial11","Great Britain","Europe","British Isles","Bell Beaker","Bronze Age","BBC","",54.201949,-0.434355,"F","Staxton Beacon, Staxton, England","","U5b1d2","",-2400,-1600,"2400-1600 BCE","","","Olalde et al. 2018","https://dx.doi.org/10.1038/nature25738","http://www.ebi.ac.uk/ena/data/view/PRJEB23635","0","0",70.7258,"bam",""
"I1775","GOM245","Great Britain","Europe","British Isles","Wales_CA_EBA","Bronze Age","BABI","",53.33,-3.84,"M","Great Orme Mines, Llandudno, North Wales","","I3","R1b1a1a2a1a2",-1730,-1532,"1730-1532 calBCE (3344±27 BP, OxA-14308)","3344±27","OxA-14308","Olalde et al. 2018","https://dx.doi.org/10.1038/nature25738","http://www.ebi.ac.uk/ena/data/view/PRJEB23635","1","0",693.674,"bam",""
"I1819","inv. 6462/25","Ukraine","Europe","Pontic steppe","Ukraine_Mesolithic","Mesolithic","HGE","",48.3,35.14,"M","Vasil'evka","","U5b2","R1a",-8825,-8561,"8825-8561 calBCE (9420±50 BP, Poz-81128)","9420±50","Poz-81128","Jones et al. 2017","https://doi.org/10.1016/j.cub.2016.12.060","https://www.ebi.ac.uk/ena/data/view/PRJEB18067","1","0",0.0,"bam","R:CTS3622:15078469C->G,R:F459:18017528G->T,R:L1347:22818334C->T,R1:CTS2565:14366723C->T,R1:CTS5611:16394489T->G,R1:L875:16742224A->G,R:CTS207:2810583A->G,R:CTS8311:17930099C->A,R:F82:7548900G->A,R:M651:9889199G->A,R:M718:17334694G->T,R1:CTS3321:14829196C->T,R1a:L62:17891241A->G,R1a:L63:18162834T->C,R1a:L145:14138745C->A,R1a:L146:23473201T->A,R1:CTS997:7132713G->A,R1:P231:9989615A->G,R1:P233:21166358T->G,R1:P236:17782178C->G,R1:P294:7570822G->C,R:CTS6417:16882568T->C,R:CTS7880:17723850C->T,R:F33:6701239G->A,R:F63:7177189G->A,R:F652:23631629C->A,R:FGC1168:15667208G->C,R:L1225:22733758C->G,R:M734:18066156C->T,R:M760:21219443A->G,R:P227:21409706G->C,R1:CTS3123:14674176A->C,R:F154:8558505T->C"
"I1836","CG13-5135","Spain","Europe","Iberia","NE_Iberia_BA","Bronze Age","BAIB","",41.223,1.77416,"M","Cova del Gegant, Sitges, Barcelona, Catalonia","","U5a2b3","R1b1a1a2a1a(xR1b1a1a2a1a1,xR1b1a1a2a1a2c)",-1682,-1505,"1682–1505 cal BCE (3310±35 BP, Poz-83482)","3310±35","","Olalde et al. 2019","https://doi.org/10.1126/science.aav4040","https://www.ebi.ac.uk/ena/browser/view/PRJEB30874","1","0",45.7,"bam",""
"I1838","LY.II.A.10.15069","Spain","Europe","Iberia","N_Iberia_CA","Copper Age","CAIB","",42.63,-2.7,"F","Las Yurdinas, Alava, Basque Country","","J1c3","",-3354,-2943,"3354-2943 calBCE (4470±50 BP, Poz-83429)","4470±50","Poz-83429","Lipson et al. 2017","https://dx.doi.org/10.1038/nature24476","https://www.ebi.ac.uk/ena/data/view/PRJEB22629","1","0",0.0,"<NA>",""
"I1840","ES.2/4-1","Spain","Europe","Iberia","N_Iberia_BA","Bronze Age","BAIB","",42.57,-2.62,"M","El Sotillo, Laguardia, Araba/Álava, Basque Country","","H3ap","R1b1a1a2a1a(xR1b1a1a2a1a1,xR1b1a1a2a1a2c,xR1b1a1a2a1a2a5)",-1660,-1454,"1660–1454 cal BCE (3260±30 BP, Beta-299302)","3260±30","","Olalde et al. 2019","https://doi.org/10.1126/science.aav4040","https://www.ebi.ac.uk/ena/browser/view/PRJEB30874","1","0",489.0,"bam",""
"I1842","LY.II.A.10.15064","Spain","Europe","Iberia","N_Iberia_CA","Copper Age","CAIB","",42.63,-2.7,"M","Las Yurdinas II, Peñacerrada-Urizaharra, Araba/Álava, Basque Country","","H1e1a","G2a2a1",-3350,-2750,"3350–2750 BCE [3022–2779 cal BCE (4290±40 BP, Beta-137895), 3090–2900 cal BCE (4360±40 BP, Beta-137896), 3310–2904 cal BCE (4390±40 BP, Beta-148054) three dates of the whole stratigraphy of the site]","4290±40","","Olalde et al. 2019","https://doi.org/10.1126/science.aav4040","https://www.ebi.ac.uk/ena/browser/view/PRJEB30874","1","0",155.0,"bam",""
"I1843","LHUE11J.5x42y72z-248","Spain","Europe","Iberia","N_Iberia_CA","Copper Age","CAIB","",42.57,-2.57,"F","Alto de la Huesera, Alava, Basque country","","U5b1","",-3092,-2877,"3092-2877 calBCE [3092-2918 calBCE (4390±30 BP, Beta-301225), 3011-2877 calBCE (4290±30 BP, Beta-301226)]","4390±30","Beta-301225","Lipson et al. 2017","https://dx.doi.org/10.1038/nature24476","https://www.ebi.ac.uk/ena/data/view/PRJEB22629","1","0",0.0,"<NA>",""
"I1845","LHUE-Pet1: LHUE-2010,CUADRO KII,Sector 7,L-IV.","Spain","Europe","Iberia","N_Iberia_CA","Copper Age","CAIB","",42.57,-2.57,"M","Alto de la Huesera, Laguardia, Araba/Álava, Basque Country","","K1a2c","I2a2a2",-3014,-2877,"3014–2877 BCE [3011–2877 cal BCE (4290±30 BP, Beta-301226), 3014–2891 cal BCE (4320±30 BP, Beta-301223), 3010–2970 cal BCE (4350±30 BP, Beta-301222)]","4290±30","","Olalde et al. 2019","https://doi.org/10.1126/science.aav4040","https://www.ebi.ac.uk/ena/browser/view/PRJEB30874","1","0",15.1,"bam",""
"I1846","LHUE-Pet3: LHUE-2010,CUADRO K12,Lecho 5","Spain","Europe","Iberia","N_Iberia_CA","Copper Age","CAIB","",42.57,-2.57,"F","Alto de la Huesera, Laguardia, Araba/Álava, Basque Country","","T2b3d","",-3014,-2877,"3014–2877 BCE [3011–2877 cal BCE (4290±30 BP, Beta-301226), 3014–2891 cal BCE (4320±30 BP, Beta-301223), 3010–2970 cal BCE (4350±30 BP, Beta-301222)]","4290±30","","Olalde et al. 2019","https://doi.org/10.1126/science.aav4040","https://www.ebi.ac.uk/ena/browser/view/PRJEB30874","1","0",70.6,"bam",""
"I1875","STANKOa","Croatia","Europe","Balkans","Hunter-Gatherer","Mesolithic","HGS","",42.97,16.71,"F","Vela Spila","","U5b2b","",-7308,-7027,"7308-7027 calBCE (8110±50 BP, Poz-90130)","8110±50","Poz-90130","Mathieson et al. 2018","https://dx.doi.org/10.1038/nature25778","https://www.ebi.ac.uk/ena/data/view/PRJEB22652","1","0",0.0,"bam",""
"I1917","Yamna1","Ukraine","Europe","Pontic steppe","Yamnaya","Bronze Age","YAM","",48.99,33.95,"F","Ozera","OAE-99","R0a1","",-3095,-2915,"3095-2915 calBCE (4390±30 BP, Beta-432809)","4390±30","Beta-432809","Mathieson et al. 2018","https://dx.doi.org/10.1038/nature25778","https://www.ebi.ac.uk/ena/data/view/PRJEB22652","1","0",0.0,"bam",""
"I1926","1V1a-H1","Ukraine","Europe","Pontic steppe","Trypillia","Neolithic","TRP","",48.47,25.53,"M","Verteba Cave","","H5a","G2a2b2a",-3931,-3640,"3931-3640 calBCE [3705-3640 calBCE (4890±30 BP, Beta-432808), 3931-3670 calBCE (4985±30 BP, OxA-25991)]","4985±30","OxA-25991","Mathieson et al. 2018","https://dx.doi.org/10.1038/nature25778","https://www.ebi.ac.uk/ena/data/view/PRJEB22652","1","0",0.0,"bam","G2a2b2a:CTS688:6953417T->C,G2a2b2:CTS9957:19170699C->T,G2a:M3397:21605685G->C,G2:F3198:21401188G->T,G2:F3344:22697266G->A,G:CTS4238:15504804C->T,G:CTS7674:17610571G->A,G:CTS9011:18615020A->T,G:CTS11228:23023554C->A,G:F1131:8240725C->T,G:L770:2863466A->T,G:M3480:8327892T->A,G:M3486:8600158A->T,G:M3597:21865624G->A,G:P257:14432928G->A,G:CTS5640:16408569G->A,G:L154:8614138T->G,G:M3466:7614386G->A,G:M3470:7830068T->C,G:M3580:21162869C->G,G:S1435:13658486C->G,G:M3595:21671839C->T,G:CTS10393:19434150G->T,G:M3248:7565637G->A"
"I1944","GD14B","Iran","Asia","Middle East","Ganj_Dareh_Iran_Neolithic","Neolithic","NEME","",34.45,48.12,"F","Ganj Dareh","","R2","",-8000,-7700,"8000-7700 BCE","","","Lazaridis et al. 2016","https://dx.doi.org/10.1038/nature19310","https://www.ebi.ac.uk/ena/data/view/PRJEB14455","0","0",0.0,"<NA>",""
